filepath,label,subject_id,source_file,split
features/mel_dd_subjectwise/lN6Y7317RFS0apVdnffs95djXIj1/short/breathing-shallow.npy,short,lN6Y7317RFS0apVdnffs95djXIj1,breathing-shallow.wav,train
features/mel_dd_subjectwise/lN6Y7317RFS0apVdnffs95djXIj1/long/breathing-deep.npy,long,lN6Y7317RFS0apVdnffs95djXIj1,breathing-deep.wav,train
features/mel_dd_subjectwise/c96Fr87Qw8cbz2JKR4yE6DiuSrq1/short/breathing-shallow.npy,short,c96Fr87Qw8cbz2JKR4yE6DiuSrq1,breathing-shallow.wav,train
features/mel_dd_subjectwise/c96Fr87Qw8cbz2JKR4yE6DiuSrq1/long/breathing-deep.npy,long,c96Fr87Qw8cbz2JKR4yE6DiuSrq1,breathing-deep.wav,train
features/mel_dd_subjectwise/0mGUoJiJnuhfNodzOrMwjcGftPD2/short/breathing-shallow.npy,short,0mGUoJiJnuhfNodzOrMwjcGftPD2,breathing-shallow.wav,train
features/mel_dd_subjectwise/0mGUoJiJnuhfNodzOrMwjcGftPD2/long/breathing-deep.npy,long,0mGUoJiJnuhfNodzOrMwjcGftPD2,breathing-deep.wav,train
features/mel_dd_subjectwise/hbLP3s7RLsTgaMSRNWkIuuggpyL2/short/breathing-shallow.npy,short,hbLP3s7RLsTgaMSRNWkIuuggpyL2,breathing-shallow.wav,train
features/mel_dd_subjectwise/hbLP3s7RLsTgaMSRNWkIuuggpyL2/long/breathing-deep.npy,long,hbLP3s7RLsTgaMSRNWkIuuggpyL2,breathing-deep.wav,train
features/mel_dd_subjectwise/MwT3St0uIWhMDTJwcQIRmcFUwk62/short/breathing-shallow.npy,short,MwT3St0uIWhMDTJwcQIRmcFUwk62,breathing-shallow.wav,val
features/mel_dd_subjectwise/MwT3St0uIWhMDTJwcQIRmcFUwk62/long/breathing-deep.npy,long,MwT3St0uIWhMDTJwcQIRmcFUwk62,breathing-deep.wav,val
features/mel_dd_subjectwise/Ojcz6oRGwLdnOTR7ptVULuG4s8b2/short/breathing-shallow.npy,short,Ojcz6oRGwLdnOTR7ptVULuG4s8b2,breathing-shallow.wav,test
features/mel_dd_subjectwise/Ojcz6oRGwLdnOTR7ptVULuG4s8b2/long/breathing-deep.npy,long,Ojcz6oRGwLdnOTR7ptVULuG4s8b2,breathing-deep.wav,test
features/mel_dd_subjectwise/dPi1G2i821MDlbBUQWboTaExz023/short/breathing-shallow.npy,short,dPi1G2i821MDlbBUQWboTaExz023,breathing-shallow.wav,train
features/mel_dd_subjectwise/dPi1G2i821MDlbBUQWboTaExz023/long/breathing-deep.npy,long,dPi1G2i821MDlbBUQWboTaExz023,breathing-deep.wav,train
features/mel_dd_subjectwise/tDjXrO1dI4O35JJXPL3ihLvnAzl1/short/breathing-shallow.npy,short,tDjXrO1dI4O35JJXPL3ihLvnAzl1,breathing-shallow.wav,train
features/mel_dd_subjectwise/tDjXrO1dI4O35JJXPL3ihLvnAzl1/long/breathing-deep.npy,long,tDjXrO1dI4O35JJXPL3ihLvnAzl1,breathing-deep.wav,train
features/mel_dd_subjectwise/ptVjGFG0aEW5HjY8lyc5AwBc7cZ2/short/breathing-shallow.npy,short,ptVjGFG0aEW5HjY8lyc5AwBc7cZ2,breathing-shallow.wav,val
features/mel_dd_subjectwise/ptVjGFG0aEW5HjY8lyc5AwBc7cZ2/long/breathing-deep.npy,long,ptVjGFG0aEW5HjY8lyc5AwBc7cZ2,breathing-deep.wav,val
features/mel_dd_subjectwise/Y9vdHTL7XdWJVBGtktKW9gkw7yS2/short/breathing-shallow.npy,short,Y9vdHTL7XdWJVBGtktKW9gkw7yS2,breathing-shallow.wav,train
features/mel_dd_subjectwise/Y9vdHTL7XdWJVBGtktKW9gkw7yS2/long/breathing-deep.npy,long,Y9vdHTL7XdWJVBGtktKW9gkw7yS2,breathing-deep.wav,train
features/mel_dd_subjectwise/XbOUJCUl8GWEpQpIRMvujDE1sTE2/short/breathing-shallow.npy,short,XbOUJCUl8GWEpQpIRMvujDE1sTE2,breathing-shallow.wav,train
features/mel_dd_subjectwise/XbOUJCUl8GWEpQpIRMvujDE1sTE2/long/breathing-deep.npy,long,XbOUJCUl8GWEpQpIRMvujDE1sTE2,breathing-deep.wav,train
features/mel_dd_subjectwise/aEaq97TkfwcyyekUUhL4A3Tsnu33/short/breathing-shallow.npy,short,aEaq97TkfwcyyekUUhL4A3Tsnu33,breathing-shallow.wav,train
features/mel_dd_subjectwise/aEaq97TkfwcyyekUUhL4A3Tsnu33/long/breathing-deep.npy,long,aEaq97TkfwcyyekUUhL4A3Tsnu33,breathing-deep.wav,train
features/mel_dd_subjectwise/DqztVX8gWrOi4il3xouSTV4FwyC3/short/breathing-shallow.npy,short,DqztVX8gWrOi4il3xouSTV4FwyC3,breathing-shallow.wav,test
features/mel_dd_subjectwise/DqztVX8gWrOi4il3xouSTV4FwyC3/long/breathing-deep.npy,long,DqztVX8gWrOi4il3xouSTV4FwyC3,breathing-deep.wav,test
features/mel_dd_subjectwise/ag9tjfqb9jVJmaWz8GnbBxsuKm92/short/breathing-shallow.npy,short,ag9tjfqb9jVJmaWz8GnbBxsuKm92,breathing-shallow.wav,train
features/mel_dd_subjectwise/ag9tjfqb9jVJmaWz8GnbBxsuKm92/long/breathing-deep.npy,long,ag9tjfqb9jVJmaWz8GnbBxsuKm92,breathing-deep.wav,train
features/mel_dd_subjectwise/a96ovf71KqfbVIG8ZF5m6DaRE9Z2/short/breathing-shallow.npy,short,a96ovf71KqfbVIG8ZF5m6DaRE9Z2,breathing-shallow.wav,train
features/mel_dd_subjectwise/a96ovf71KqfbVIG8ZF5m6DaRE9Z2/long/breathing-deep.npy,long,a96ovf71KqfbVIG8ZF5m6DaRE9Z2,breathing-deep.wav,train
features/mel_dd_subjectwise/gDBsK8LcY0Om4DujIs4lFSsktWu1/short/breathing-shallow.npy,short,gDBsK8LcY0Om4DujIs4lFSsktWu1,breathing-shallow.wav,train
features/mel_dd_subjectwise/gDBsK8LcY0Om4DujIs4lFSsktWu1/long/breathing-deep.npy,long,gDBsK8LcY0Om4DujIs4lFSsktWu1,breathing-deep.wav,train
features/mel_dd_subjectwise/khBKxUEe1rQxPqpo4pGylAZjsEt1/short/breathing-shallow.npy,short,khBKxUEe1rQxPqpo4pGylAZjsEt1,breathing-shallow.wav,val
features/mel_dd_subjectwise/khBKxUEe1rQxPqpo4pGylAZjsEt1/long/breathing-deep.npy,long,khBKxUEe1rQxPqpo4pGylAZjsEt1,breathing-deep.wav,val
features/mel_dd_subjectwise/JCUp9v6I7uNudJfxbx2MVKIJsn42/short/breathing-shallow.npy,short,JCUp9v6I7uNudJfxbx2MVKIJsn42,breathing-shallow.wav,train
features/mel_dd_subjectwise/3FC5FIdqx5S5mB69VSxhduD1q0H3/short/breathing-shallow.npy,short,3FC5FIdqx5S5mB69VSxhduD1q0H3,breathing-shallow.wav,train
features/mel_dd_subjectwise/3FC5FIdqx5S5mB69VSxhduD1q0H3/long/breathing-deep.npy,long,3FC5FIdqx5S5mB69VSxhduD1q0H3,breathing-deep.wav,train
features/mel_dd_subjectwise/xyNunpsL01N3hkRYCo7pfIkSDgf2/short/breathing-shallow.npy,short,xyNunpsL01N3hkRYCo7pfIkSDgf2,breathing-shallow.wav,train
features/mel_dd_subjectwise/xyNunpsL01N3hkRYCo7pfIkSDgf2/long/breathing-deep.npy,long,xyNunpsL01N3hkRYCo7pfIkSDgf2,breathing-deep.wav,train
features/mel_dd_subjectwise/9qTEkN9zyqc9zYKt4qpsgatdTLo2/short/breathing-shallow.npy,short,9qTEkN9zyqc9zYKt4qpsgatdTLo2,breathing-shallow.wav,train
features/mel_dd_subjectwise/9qTEkN9zyqc9zYKt4qpsgatdTLo2/long/breathing-deep.npy,long,9qTEkN9zyqc9zYKt4qpsgatdTLo2,breathing-deep.wav,train
features/mel_dd_subjectwise/acNcVO2ualNYfKX5k7tJe2nw40Q2/short/breathing-shallow.npy,short,acNcVO2ualNYfKX5k7tJe2nw40Q2,breathing-shallow.wav,train
features/mel_dd_subjectwise/acNcVO2ualNYfKX5k7tJe2nw40Q2/long/breathing-deep.npy,long,acNcVO2ualNYfKX5k7tJe2nw40Q2,breathing-deep.wav,train
features/mel_dd_subjectwise/Qcliznd3z1VdWmJOZh9nvlstTYv1/short/breathing-shallow.npy,short,Qcliznd3z1VdWmJOZh9nvlstTYv1,breathing-shallow.wav,train
features/mel_dd_subjectwise/Qcliznd3z1VdWmJOZh9nvlstTYv1/long/breathing-deep.npy,long,Qcliznd3z1VdWmJOZh9nvlstTYv1,breathing-deep.wav,train
features/mel_dd_subjectwise/srdG1jMMYHUtAU7bKP1dsbwJvxv1/short/breathing-shallow.npy,short,srdG1jMMYHUtAU7bKP1dsbwJvxv1,breathing-shallow.wav,test
features/mel_dd_subjectwise/srdG1jMMYHUtAU7bKP1dsbwJvxv1/long/breathing-deep.npy,long,srdG1jMMYHUtAU7bKP1dsbwJvxv1,breathing-deep.wav,test
features/mel_dd_subjectwise/YpViFd6bZEaMT5i5DUd18Qh6NQI3/short/breathing-shallow.npy,short,YpViFd6bZEaMT5i5DUd18Qh6NQI3,breathing-shallow.wav,train
features/mel_dd_subjectwise/YpViFd6bZEaMT5i5DUd18Qh6NQI3/long/breathing-deep.npy,long,YpViFd6bZEaMT5i5DUd18Qh6NQI3,breathing-deep.wav,train
features/mel_dd_subjectwise/08tlSbvXpAggZavIGW994adhh1m1/short/breathing-shallow.npy,short,08tlSbvXpAggZavIGW994adhh1m1,breathing-shallow.wav,val
features/mel_dd_subjectwise/08tlSbvXpAggZavIGW994adhh1m1/long/breathing-deep.npy,long,08tlSbvXpAggZavIGW994adhh1m1,breathing-deep.wav,val
features/mel_dd_subjectwise/9ES7TwETrndwNvdJMCShXkXT7qw1/short/breathing-shallow.npy,short,9ES7TwETrndwNvdJMCShXkXT7qw1,breathing-shallow.wav,train
features/mel_dd_subjectwise/9ES7TwETrndwNvdJMCShXkXT7qw1/long/breathing-deep.npy,long,9ES7TwETrndwNvdJMCShXkXT7qw1,breathing-deep.wav,train
features/mel_dd_subjectwise/tkM8UQsV2hVGrkSwelg3AyFiXoy2/short/breathing-shallow.npy,short,tkM8UQsV2hVGrkSwelg3AyFiXoy2,breathing-shallow.wav,test
features/mel_dd_subjectwise/tkM8UQsV2hVGrkSwelg3AyFiXoy2/long/breathing-deep.npy,long,tkM8UQsV2hVGrkSwelg3AyFiXoy2,breathing-deep.wav,test
features/mel_dd_subjectwise/ubQOYCka4BUGeIeo6x3A9HYh8In2/short/breathing-shallow.npy,short,ubQOYCka4BUGeIeo6x3A9HYh8In2,breathing-shallow.wav,train
features/mel_dd_subjectwise/ubQOYCka4BUGeIeo6x3A9HYh8In2/long/breathing-deep.npy,long,ubQOYCka4BUGeIeo6x3A9HYh8In2,breathing-deep.wav,train
features/mel_dd_subjectwise/BauEFEXAglbZSSgJEYGF4FqluZG3/short/breathing-shallow.npy,short,BauEFEXAglbZSSgJEYGF4FqluZG3,breathing-shallow.wav,train
features/mel_dd_subjectwise/BauEFEXAglbZSSgJEYGF4FqluZG3/long/breathing-deep.npy,long,BauEFEXAglbZSSgJEYGF4FqluZG3,breathing-deep.wav,train
features/mel_dd_subjectwise/OvCRh84Tf7NC1bZT9DItq4KolF32/short/breathing-shallow.npy,short,OvCRh84Tf7NC1bZT9DItq4KolF32,breathing-shallow.wav,train
features/mel_dd_subjectwise/OvCRh84Tf7NC1bZT9DItq4KolF32/long/breathing-deep.npy,long,OvCRh84Tf7NC1bZT9DItq4KolF32,breathing-deep.wav,train
features/mel_dd_subjectwise/SxFxlGEvukdQzz8w08BlXJMR5E52/short/breathing-shallow.npy,short,SxFxlGEvukdQzz8w08BlXJMR5E52,breathing-shallow.wav,train
features/mel_dd_subjectwise/SxFxlGEvukdQzz8w08BlXJMR5E52/long/breathing-deep.npy,long,SxFxlGEvukdQzz8w08BlXJMR5E52,breathing-deep.wav,train
features/mel_dd_subjectwise/EuEoeANAhadcy5vzBikn3LxlGKh1/short/breathing-shallow.npy,short,EuEoeANAhadcy5vzBikn3LxlGKh1,breathing-shallow.wav,train
features/mel_dd_subjectwise/EuEoeANAhadcy5vzBikn3LxlGKh1/long/breathing-deep.npy,long,EuEoeANAhadcy5vzBikn3LxlGKh1,breathing-deep.wav,train
features/mel_dd_subjectwise/0sIeyohqXMOGTqPA7RiiuyJ3AOt2/short/breathing-shallow.npy,short,0sIeyohqXMOGTqPA7RiiuyJ3AOt2,breathing-shallow.wav,test
features/mel_dd_subjectwise/0sIeyohqXMOGTqPA7RiiuyJ3AOt2/long/breathing-deep.npy,long,0sIeyohqXMOGTqPA7RiiuyJ3AOt2,breathing-deep.wav,test
features/mel_dd_subjectwise/0nP3dtfFxhMihttAMq1eoho5KaU2/short/breathing-shallow.npy,short,0nP3dtfFxhMihttAMq1eoho5KaU2,breathing-shallow.wav,train
features/mel_dd_subjectwise/0nP3dtfFxhMihttAMq1eoho5KaU2/long/breathing-deep.npy,long,0nP3dtfFxhMihttAMq1eoho5KaU2,breathing-deep.wav,train
features/mel_dd_subjectwise/4h4p5SvPlHaV60UB1wA0uzaQwMt1/short/breathing-shallow.npy,short,4h4p5SvPlHaV60UB1wA0uzaQwMt1,breathing-shallow.wav,train
features/mel_dd_subjectwise/4h4p5SvPlHaV60UB1wA0uzaQwMt1/long/breathing-deep.npy,long,4h4p5SvPlHaV60UB1wA0uzaQwMt1,breathing-deep.wav,train
features/mel_dd_subjectwise/TPnsR1P2IhOaM7CRI5arH344GAN2/short/breathing-shallow.npy,short,TPnsR1P2IhOaM7CRI5arH344GAN2,breathing-shallow.wav,train
features/mel_dd_subjectwise/TPnsR1P2IhOaM7CRI5arH344GAN2/long/breathing-deep.npy,long,TPnsR1P2IhOaM7CRI5arH344GAN2,breathing-deep.wav,train
features/mel_dd_subjectwise/gZzVS7gHpQYZS5Xk5P0O2noJRN82/short/breathing-shallow.npy,short,gZzVS7gHpQYZS5Xk5P0O2noJRN82,breathing-shallow.wav,train
features/mel_dd_subjectwise/gZzVS7gHpQYZS5Xk5P0O2noJRN82/long/breathing-deep.npy,long,gZzVS7gHpQYZS5Xk5P0O2noJRN82,breathing-deep.wav,train
features/mel_dd_subjectwise/EaZfxkcnIWgsPfPW2XfFTjh7GQk2/short/breathing-shallow.npy,short,EaZfxkcnIWgsPfPW2XfFTjh7GQk2,breathing-shallow.wav,test
features/mel_dd_subjectwise/EaZfxkcnIWgsPfPW2XfFTjh7GQk2/long/breathing-deep.npy,long,EaZfxkcnIWgsPfPW2XfFTjh7GQk2,breathing-deep.wav,test
features/mel_dd_subjectwise/OUUxmNJuz3Wp0zoDNFdsiEtBstb2/short/breathing-shallow.npy,short,OUUxmNJuz3Wp0zoDNFdsiEtBstb2,breathing-shallow.wav,test
features/mel_dd_subjectwise/OUUxmNJuz3Wp0zoDNFdsiEtBstb2/long/breathing-deep.npy,long,OUUxmNJuz3Wp0zoDNFdsiEtBstb2,breathing-deep.wav,test
features/mel_dd_subjectwise/ojZkyl3HYKh3UwCn9h1hOCT7Z4q2/short/breathing-shallow.npy,short,ojZkyl3HYKh3UwCn9h1hOCT7Z4q2,breathing-shallow.wav,train
features/mel_dd_subjectwise/ojZkyl3HYKh3UwCn9h1hOCT7Z4q2/long/breathing-deep.npy,long,ojZkyl3HYKh3UwCn9h1hOCT7Z4q2,breathing-deep.wav,train
features/mel_dd_subjectwise/XAQ5xkTIEHXSPX6q02PJ6WvPNuD3/short/breathing-shallow.npy,short,XAQ5xkTIEHXSPX6q02PJ6WvPNuD3,breathing-shallow.wav,test
features/mel_dd_subjectwise/XAQ5xkTIEHXSPX6q02PJ6WvPNuD3/long/breathing-deep.npy,long,XAQ5xkTIEHXSPX6q02PJ6WvPNuD3,breathing-deep.wav,test
features/mel_dd_subjectwise/TqZXC5KdCZOC4T7p69TUNnU9abD3/short/breathing-shallow.npy,short,TqZXC5KdCZOC4T7p69TUNnU9abD3,breathing-shallow.wav,train
features/mel_dd_subjectwise/TqZXC5KdCZOC4T7p69TUNnU9abD3/long/breathing-deep.npy,long,TqZXC5KdCZOC4T7p69TUNnU9abD3,breathing-deep.wav,train
features/mel_dd_subjectwise/nSVDxo9HNmPPggf6WSuAGg9XU6p1/short/breathing-shallow.npy,short,nSVDxo9HNmPPggf6WSuAGg9XU6p1,breathing-shallow.wav,test
features/mel_dd_subjectwise/nSVDxo9HNmPPggf6WSuAGg9XU6p1/long/breathing-deep.npy,long,nSVDxo9HNmPPggf6WSuAGg9XU6p1,breathing-deep.wav,test
features/mel_dd_subjectwise/4VglD8545bYRUyNLgqC0dy8roVo2/short/breathing-shallow.npy,short,4VglD8545bYRUyNLgqC0dy8roVo2,breathing-shallow.wav,val
features/mel_dd_subjectwise/4VglD8545bYRUyNLgqC0dy8roVo2/long/breathing-deep.npy,long,4VglD8545bYRUyNLgqC0dy8roVo2,breathing-deep.wav,val
features/mel_dd_subjectwise/vtQrOlM3F3SdHXw6tib3zjwlQFd2/short/breathing-shallow.npy,short,vtQrOlM3F3SdHXw6tib3zjwlQFd2,breathing-shallow.wav,train
features/mel_dd_subjectwise/vtQrOlM3F3SdHXw6tib3zjwlQFd2/long/breathing-deep.npy,long,vtQrOlM3F3SdHXw6tib3zjwlQFd2,breathing-deep.wav,train
features/mel_dd_subjectwise/0dfJArS4xbNhay72hpzOvlHkpIj2/short/breathing-shallow.npy,short,0dfJArS4xbNhay72hpzOvlHkpIj2,breathing-shallow.wav,val
features/mel_dd_subjectwise/0dfJArS4xbNhay72hpzOvlHkpIj2/long/breathing-deep.npy,long,0dfJArS4xbNhay72hpzOvlHkpIj2,breathing-deep.wav,val
features/mel_dd_subjectwise/01n0u9YSkXQSkmN45J65eigyCMC3/short/breathing-shallow.npy,short,01n0u9YSkXQSkmN45J65eigyCMC3,breathing-shallow.wav,train
features/mel_dd_subjectwise/01n0u9YSkXQSkmN45J65eigyCMC3/long/breathing-deep.npy,long,01n0u9YSkXQSkmN45J65eigyCMC3,breathing-deep.wav,train
features/mel_dd_subjectwise/H2taWn5GjlQJaBy2Fvw3yp3zabg2/short/breathing-shallow.npy,short,H2taWn5GjlQJaBy2Fvw3yp3zabg2,breathing-shallow.wav,train
features/mel_dd_subjectwise/H2taWn5GjlQJaBy2Fvw3yp3zabg2/long/breathing-deep.npy,long,H2taWn5GjlQJaBy2Fvw3yp3zabg2,breathing-deep.wav,train
features/mel_dd_subjectwise/o8LJfYAChnd5Jv0WVa6Ni7jpHf92/short/breathing-shallow.npy,short,o8LJfYAChnd5Jv0WVa6Ni7jpHf92,breathing-shallow.wav,train
features/mel_dd_subjectwise/o8LJfYAChnd5Jv0WVa6Ni7jpHf92/long/breathing-deep.npy,long,o8LJfYAChnd5Jv0WVa6Ni7jpHf92,breathing-deep.wav,train
features/mel_dd_subjectwise/dFtGnzYqh1NVAwQUQ3wkysqAe3n1/short/breathing-shallow.npy,short,dFtGnzYqh1NVAwQUQ3wkysqAe3n1,breathing-shallow.wav,train
features/mel_dd_subjectwise/dFtGnzYqh1NVAwQUQ3wkysqAe3n1/long/breathing-deep.npy,long,dFtGnzYqh1NVAwQUQ3wkysqAe3n1,breathing-deep.wav,train
features/mel_dd_subjectwise/g4IBjRbuXFXgkzAz1c6ORgGpHVg2/short/breathing-shallow.npy,short,g4IBjRbuXFXgkzAz1c6ORgGpHVg2,breathing-shallow.wav,train
features/mel_dd_subjectwise/g4IBjRbuXFXgkzAz1c6ORgGpHVg2/long/breathing-deep.npy,long,g4IBjRbuXFXgkzAz1c6ORgGpHVg2,breathing-deep.wav,train
features/mel_dd_subjectwise/7lfdqN3JS8ZUOw42lMsIHbyCajA3/short/breathing-shallow.npy,short,7lfdqN3JS8ZUOw42lMsIHbyCajA3,breathing-shallow.wav,train
features/mel_dd_subjectwise/7lfdqN3JS8ZUOw42lMsIHbyCajA3/long/breathing-deep.npy,long,7lfdqN3JS8ZUOw42lMsIHbyCajA3,breathing-deep.wav,train
features/mel_dd_subjectwise/2tzjnTx3muV7J1n2nz8oh93WNhD3/short/breathing-shallow.npy,short,2tzjnTx3muV7J1n2nz8oh93WNhD3,breathing-shallow.wav,train
features/mel_dd_subjectwise/2tzjnTx3muV7J1n2nz8oh93WNhD3/long/breathing-deep.npy,long,2tzjnTx3muV7J1n2nz8oh93WNhD3,breathing-deep.wav,train
features/mel_dd_subjectwise/kJgpo7TKalNlTkZBRs2KHyPc4us1/short/breathing-shallow.npy,short,kJgpo7TKalNlTkZBRs2KHyPc4us1,breathing-shallow.wav,train
features/mel_dd_subjectwise/kJgpo7TKalNlTkZBRs2KHyPc4us1/long/breathing-deep.npy,long,kJgpo7TKalNlTkZBRs2KHyPc4us1,breathing-deep.wav,train
features/mel_dd_subjectwise/5FL82e8ziaZrwiFHA7aGU85YIhh2/short/breathing-shallow.npy,short,5FL82e8ziaZrwiFHA7aGU85YIhh2,breathing-shallow.wav,train
features/mel_dd_subjectwise/5FL82e8ziaZrwiFHA7aGU85YIhh2/long/breathing-deep.npy,long,5FL82e8ziaZrwiFHA7aGU85YIhh2,breathing-deep.wav,train
features/mel_dd_subjectwise/OPOiHCtB3WXhEdnsofhMpnP8bak1/short/breathing-shallow.npy,short,OPOiHCtB3WXhEdnsofhMpnP8bak1,breathing-shallow.wav,train
features/mel_dd_subjectwise/OPOiHCtB3WXhEdnsofhMpnP8bak1/long/breathing-deep.npy,long,OPOiHCtB3WXhEdnsofhMpnP8bak1,breathing-deep.wav,train
features/mel_dd_subjectwise/G5wWAa7nvkOR9QvfsAt7tsd5qa82/short/breathing-shallow.npy,short,G5wWAa7nvkOR9QvfsAt7tsd5qa82,breathing-shallow.wav,train
features/mel_dd_subjectwise/G5wWAa7nvkOR9QvfsAt7tsd5qa82/long/breathing-deep.npy,long,G5wWAa7nvkOR9QvfsAt7tsd5qa82,breathing-deep.wav,train
features/mel_dd_subjectwise/2DlLebpOzxaURwfwyo2fZiWIF1Z2/short/breathing-shallow.npy,short,2DlLebpOzxaURwfwyo2fZiWIF1Z2,breathing-shallow.wav,val
features/mel_dd_subjectwise/2DlLebpOzxaURwfwyo2fZiWIF1Z2/long/breathing-deep.npy,long,2DlLebpOzxaURwfwyo2fZiWIF1Z2,breathing-deep.wav,val
features/mel_dd_subjectwise/356wSucV0OV6VQMvozjX63pIXrH2/short/breathing-shallow.npy,short,356wSucV0OV6VQMvozjX63pIXrH2,breathing-shallow.wav,val
features/mel_dd_subjectwise/356wSucV0OV6VQMvozjX63pIXrH2/long/breathing-deep.npy,long,356wSucV0OV6VQMvozjX63pIXrH2,breathing-deep.wav,val
features/mel_dd_subjectwise/YzKbMCpZxMRoab1o1d03S6e8T5P2/short/breathing-shallow.npy,short,YzKbMCpZxMRoab1o1d03S6e8T5P2,breathing-shallow.wav,val
features/mel_dd_subjectwise/YzKbMCpZxMRoab1o1d03S6e8T5P2/long/breathing-deep.npy,long,YzKbMCpZxMRoab1o1d03S6e8T5P2,breathing-deep.wav,val
features/mel_dd_subjectwise/OTa3jtPjzyQC7FezmlYX3o5U2I83/short/breathing-shallow.npy,short,OTa3jtPjzyQC7FezmlYX3o5U2I83,breathing-shallow.wav,train
features/mel_dd_subjectwise/OTa3jtPjzyQC7FezmlYX3o5U2I83/long/breathing-deep.npy,long,OTa3jtPjzyQC7FezmlYX3o5U2I83,breathing-deep.wav,train
features/mel_dd_subjectwise/rCsX9988lSeyFudpTucks6czFo32/short/breathing-shallow.npy,short,rCsX9988lSeyFudpTucks6czFo32,breathing-shallow.wav,train
features/mel_dd_subjectwise/rCsX9988lSeyFudpTucks6czFo32/long/breathing-deep.npy,long,rCsX9988lSeyFudpTucks6czFo32,breathing-deep.wav,train
features/mel_dd_subjectwise/mBWfpnNSpAe7cqXYcWhikoYA7SA2/short/breathing-shallow.npy,short,mBWfpnNSpAe7cqXYcWhikoYA7SA2,breathing-shallow.wav,test
features/mel_dd_subjectwise/mBWfpnNSpAe7cqXYcWhikoYA7SA2/long/breathing-deep.npy,long,mBWfpnNSpAe7cqXYcWhikoYA7SA2,breathing-deep.wav,test
features/mel_dd_subjectwise/rXIdsT1LYvhumIp3ggtlrbGPAc92/short/breathing-shallow.npy,short,rXIdsT1LYvhumIp3ggtlrbGPAc92,breathing-shallow.wav,train
features/mel_dd_subjectwise/rXIdsT1LYvhumIp3ggtlrbGPAc92/long/breathing-deep.npy,long,rXIdsT1LYvhumIp3ggtlrbGPAc92,breathing-deep.wav,train
features/mel_dd_subjectwise/mKBsyZetDPhcRaL8ZCD0E0HXzda2/short/breathing-shallow.npy,short,mKBsyZetDPhcRaL8ZCD0E0HXzda2,breathing-shallow.wav,train
features/mel_dd_subjectwise/mKBsyZetDPhcRaL8ZCD0E0HXzda2/long/breathing-deep.npy,long,mKBsyZetDPhcRaL8ZCD0E0HXzda2,breathing-deep.wav,train
features/mel_dd_subjectwise/wT7dq6w2AogoT6LyFNeKDhNSpzN2/short/breathing-shallow.npy,short,wT7dq6w2AogoT6LyFNeKDhNSpzN2,breathing-shallow.wav,train
features/mel_dd_subjectwise/wT7dq6w2AogoT6LyFNeKDhNSpzN2/long/breathing-deep.npy,long,wT7dq6w2AogoT6LyFNeKDhNSpzN2,breathing-deep.wav,train
features/mel_dd_subjectwise/IsIdeIoBfHQ8nzRoAi93NjpFij52/short/breathing-shallow.npy,short,IsIdeIoBfHQ8nzRoAi93NjpFij52,breathing-shallow.wav,train
