filepath,label,split,subject
features/mel_dd_2c_coswara/short/20200415_1pXSBzMeizcu5IpLAJUaYpmJyhB3_shallow.npy,short,train,1pXSBzMeizcu5IpLAJUaYpmJyhB3
features/mel_dd_2c_coswara/long/1woiacXdMmXUQiMWESqr83uk1NV2_deep.npy,long,train,1woiacXdMmXUQiMWESqr83uk1NV2
features/mel_dd_2c_coswara/long/20200415_1woiacXdMmXUQiMWESqr83uk1NV2_deep.npy,long,train,1woiacXdMmXUQiMWESqr83uk1NV2
features/mel_dd_2c_coswara/short/20200415_1woiacXdMmXUQiMWESqr83uk1NV2_shallow.npy,short,train,1woiacXdMmXUQiMWESqr83uk1NV2
features/mel_dd_2c_coswara/long/20200413_2TkAK2YVkYS7Ux3hAPBUgYgg9DI3_deep.npy,long,train,2TkAK2YVkYS7Ux3hAPBUgYgg9DI3
features/mel_dd_2c_coswara/long/2TkAK2YVkYS7Ux3hAPBUgYgg9DI3_deep.npy,long,train,2TkAK2YVkYS7Ux3hAPBUgYgg9DI3
features/mel_dd_2c_coswara/short/20200413_2TkAK2YVkYS7Ux3hAPBUgYgg9DI3_shallow.npy,short,train,2TkAK2YVkYS7Ux3hAPBUgYgg9DI3
features/mel_dd_2c_coswara/long/20200413_2XgDqzQkqLX9SbmSHfbqdRxSmRD2_deep.npy,long,train,2XgDqzQkqLX9SbmSHfbqdRxSmRD2
features/mel_dd_2c_coswara/long/2XgDqzQkqLX9SbmSHfbqdRxSmRD2_deep.npy,long,train,2XgDqzQkqLX9SbmSHfbqdRxSmRD2
features/mel_dd_2c_coswara/short/20200413_2XgDqzQkqLX9SbmSHfbqdRxSmRD2_shallow.npy,short,train,2XgDqzQkqLX9SbmSHfbqdRxSmRD2
features/mel_dd_2c_coswara/long/20200413_3VWhvtBFHKMgEKxlXzMYeg5NeBN2_deep.npy,long,train,3VWhvtBFHKMgEKxlXzMYeg5NeBN2
features/mel_dd_2c_coswara/long/3VWhvtBFHKMgEKxlXzMYeg5NeBN2_deep.npy,long,train,3VWhvtBFHKMgEKxlXzMYeg5NeBN2
features/mel_dd_2c_coswara/short/20200413_3VWhvtBFHKMgEKxlXzMYeg5NeBN2_shallow.npy,short,train,3VWhvtBFHKMgEKxlXzMYeg5NeBN2
features/mel_dd_2c_coswara/long/20200413_5ZDF98UQUxcVuS9VhaWxKlVnXvs1_deep.npy,long,train,5ZDF98UQUxcVuS9VhaWxKlVnXvs1
features/mel_dd_2c_coswara/long/5ZDF98UQUxcVuS9VhaWxKlVnXvs1_deep.npy,long,train,5ZDF98UQUxcVuS9VhaWxKlVnXvs1
features/mel_dd_2c_coswara/short/20200413_5ZDF98UQUxcVuS9VhaWxKlVnXvs1_shallow.npy,short,train,5ZDF98UQUxcVuS9VhaWxKlVnXvs1
features/mel_dd_2c_coswara/long/20200413_5le68NJRZWV6TrMTYn3j7gSlqTi2_deep.npy,long,train,5le68NJRZWV6TrMTYn3j7gSlqTi2
features/mel_dd_2c_coswara/long/5le68NJRZWV6TrMTYn3j7gSlqTi2_deep.npy,long,train,5le68NJRZWV6TrMTYn3j7gSlqTi2
features/mel_dd_2c_coswara/short/20200413_5le68NJRZWV6TrMTYn3j7gSlqTi2_shallow.npy,short,train,5le68NJRZWV6TrMTYn3j7gSlqTi2
features/mel_dd_2c_coswara/long/20200413_60Ig4PmU9NMqKGDMR8Um0Tc2KXB3_deep.npy,long,train,60Ig4PmU9NMqKGDMR8Um0Tc2KXB3
features/mel_dd_2c_coswara/long/60Ig4PmU9NMqKGDMR8Um0Tc2KXB3_deep.npy,long,train,60Ig4PmU9NMqKGDMR8Um0Tc2KXB3
features/mel_dd_2c_coswara/short/20200413_60Ig4PmU9NMqKGDMR8Um0Tc2KXB3_shallow.npy,short,train,60Ig4PmU9NMqKGDMR8Um0Tc2KXB3
features/mel_dd_2c_coswara/long/20200413_6MmSmB1lmmOiyKNNA0p7IuVe3CA3_deep.npy,long,train,6MmSmB1lmmOiyKNNA0p7IuVe3CA3
features/mel_dd_2c_coswara/long/6MmSmB1lmmOiyKNNA0p7IuVe3CA3_deep.npy,long,train,6MmSmB1lmmOiyKNNA0p7IuVe3CA3
features/mel_dd_2c_coswara/short/20200413_6MmSmB1lmmOiyKNNA0p7IuVe3CA3_shallow.npy,short,train,6MmSmB1lmmOiyKNNA0p7IuVe3CA3
features/mel_dd_2c_coswara/long/20200413_9D1go0wkvuPkFebFk4uQQpcBuZw1_deep.npy,long,test,9D1go0wkvuPkFebFk4uQQpcBuZw1
features/mel_dd_2c_coswara/long/9D1go0wkvuPkFebFk4uQQpcBuZw1_deep.npy,long,test,9D1go0wkvuPkFebFk4uQQpcBuZw1
features/mel_dd_2c_coswara/short/20200413_9D1go0wkvuPkFebFk4uQQpcBuZw1_shallow.npy,short,test,9D1go0wkvuPkFebFk4uQQpcBuZw1
features/mel_dd_2c_coswara/long/20200413_9XJ2QSvS9CaIo5hSyRZcdst0K8P2_deep.npy,long,train,9XJ2QSvS9CaIo5hSyRZcdst0K8P2
features/mel_dd_2c_coswara/long/9XJ2QSvS9CaIo5hSyRZcdst0K8P2_deep.npy,long,train,9XJ2QSvS9CaIo5hSyRZcdst0K8P2
features/mel_dd_2c_coswara/short/20200413_9XJ2QSvS9CaIo5hSyRZcdst0K8P2_shallow.npy,short,train,9XJ2QSvS9CaIo5hSyRZcdst0K8P2
features/mel_dd_2c_coswara/long/20200413_9ypQNsTsSQYlx72wxTLrHzzNoAJ2_deep.npy,long,test,9ypQNsTsSQYlx72wxTLrHzzNoAJ2
features/mel_dd_2c_coswara/long/9ypQNsTsSQYlx72wxTLrHzzNoAJ2_deep.npy,long,test,9ypQNsTsSQYlx72wxTLrHzzNoAJ2
features/mel_dd_2c_coswara/short/20200413_9ypQNsTsSQYlx72wxTLrHzzNoAJ2_shallow.npy,short,test,9ypQNsTsSQYlx72wxTLrHzzNoAJ2
features/mel_dd_2c_coswara/long/20200413_AI4aa1tjlXQw4iOH4RuTvgMtK3G3_deep.npy,long,train,AI4aa1tjlXQw4iOH4RuTvgMtK3G3
features/mel_dd_2c_coswara/long/AI4aa1tjlXQw4iOH4RuTvgMtK3G3_deep.npy,long,train,AI4aa1tjlXQw4iOH4RuTvgMtK3G3
features/mel_dd_2c_coswara/short/20200413_AI4aa1tjlXQw4iOH4RuTvgMtK3G3_shallow.npy,short,train,AI4aa1tjlXQw4iOH4RuTvgMtK3G3
features/mel_dd_2c_coswara/long/20200413_CAf8ILsDpQMeTPPLwi7nFlgRT2t1_deep.npy,long,train,CAf8ILsDpQMeTPPLwi7nFlgRT2t1
features/mel_dd_2c_coswara/long/CAf8ILsDpQMeTPPLwi7nFlgRT2t1_deep.npy,long,train,CAf8ILsDpQMeTPPLwi7nFlgRT2t1
features/mel_dd_2c_coswara/short/20200413_CAf8ILsDpQMeTPPLwi7nFlgRT2t1_shallow.npy,short,train,CAf8ILsDpQMeTPPLwi7nFlgRT2t1
features/mel_dd_2c_coswara/long/20200413_CrlV0ddIqdbtxNnkIhtPS5dvoX42_deep.npy,long,train,CrlV0ddIqdbtxNnkIhtPS5dvoX42
features/mel_dd_2c_coswara/long/CrlV0ddIqdbtxNnkIhtPS5dvoX42_deep.npy,long,train,CrlV0ddIqdbtxNnkIhtPS5dvoX42
features/mel_dd_2c_coswara/short/20200413_CrlV0ddIqdbtxNnkIhtPS5dvoX42_shallow.npy,short,train,CrlV0ddIqdbtxNnkIhtPS5dvoX42
features/mel_dd_2c_coswara/long/20200413_Eoyf44CUffgVCPPjJJkopEyAO7k2_deep.npy,long,train,Eoyf44CUffgVCPPjJJkopEyAO7k2
features/mel_dd_2c_coswara/long/Eoyf44CUffgVCPPjJJkopEyAO7k2_deep.npy,long,train,Eoyf44CUffgVCPPjJJkopEyAO7k2
features/mel_dd_2c_coswara/short/20200413_Eoyf44CUffgVCPPjJJkopEyAO7k2_shallow.npy,short,train,Eoyf44CUffgVCPPjJJkopEyAO7k2
features/mel_dd_2c_coswara/long/20200413_EqDWckxbsETyHUeBLQ8jLtxlhir2_deep.npy,long,train,EqDWckxbsETyHUeBLQ8jLtxlhir2
features/mel_dd_2c_coswara/long/EqDWckxbsETyHUeBLQ8jLtxlhir2_deep.npy,long,train,EqDWckxbsETyHUeBLQ8jLtxlhir2
features/mel_dd_2c_coswara/short/20200413_EqDWckxbsETyHUeBLQ8jLtxlhir2_shallow.npy,short,train,EqDWckxbsETyHUeBLQ8jLtxlhir2
features/mel_dd_2c_coswara/long/20200413_Eu11s84cuBTiPXTAtVf9mj3GkqA2_deep.npy,long,train,Eu11s84cuBTiPXTAtVf9mj3GkqA2
features/mel_dd_2c_coswara/long/Eu11s84cuBTiPXTAtVf9mj3GkqA2_deep.npy,long,train,Eu11s84cuBTiPXTAtVf9mj3GkqA2
features/mel_dd_2c_coswara/short/20200413_Eu11s84cuBTiPXTAtVf9mj3GkqA2_shallow.npy,short,train,Eu11s84cuBTiPXTAtVf9mj3GkqA2
features/mel_dd_2c_coswara/long/20200413_FGRDO4IBbAejR0WHD5YbkXTCasg2_deep.npy,long,test,FGRDO4IBbAejR0WHD5YbkXTCasg2
features/mel_dd_2c_coswara/long/FGRDO4IBbAejR0WHD5YbkXTCasg2_deep.npy,long,test,FGRDO4IBbAejR0WHD5YbkXTCasg2
features/mel_dd_2c_coswara/short/20200413_FGRDO4IBbAejR0WHD5YbkXTCasg2_shallow.npy,short,test,FGRDO4IBbAejR0WHD5YbkXTCasg2
features/mel_dd_2c_coswara/long/20200413_FLhjsgqrgQMKwNt5iEryxG5sDlW2_deep.npy,long,train,FLhjsgqrgQMKwNt5iEryxG5sDlW2
features/mel_dd_2c_coswara/long/FLhjsgqrgQMKwNt5iEryxG5sDlW2_deep.npy,long,train,FLhjsgqrgQMKwNt5iEryxG5sDlW2
features/mel_dd_2c_coswara/short/20200413_FLhjsgqrgQMKwNt5iEryxG5sDlW2_shallow.npy,short,train,FLhjsgqrgQMKwNt5iEryxG5sDlW2
features/mel_dd_2c_coswara/long/20200413_FSzobvJqOXf0rI6X05cHqOiU9Mu2_deep.npy,long,test,FSzobvJqOXf0rI6X05cHqOiU9Mu2
features/mel_dd_2c_coswara/long/FSzobvJqOXf0rI6X05cHqOiU9Mu2_deep.npy,long,test,FSzobvJqOXf0rI6X05cHqOiU9Mu2
features/mel_dd_2c_coswara/short/20200413_FSzobvJqOXf0rI6X05cHqOiU9Mu2_shallow.npy,short,test,FSzobvJqOXf0rI6X05cHqOiU9Mu2
features/mel_dd_2c_coswara/long/20200413_G3iIP9QRHPTItOsK6lpEMd6IQKw1_deep.npy,long,test,G3iIP9QRHPTItOsK6lpEMd6IQKw1
features/mel_dd_2c_coswara/long/G3iIP9QRHPTItOsK6lpEMd6IQKw1_deep.npy,long,test,G3iIP9QRHPTItOsK6lpEMd6IQKw1
features/mel_dd_2c_coswara/short/20200413_G3iIP9QRHPTItOsK6lpEMd6IQKw1_shallow.npy,short,test,G3iIP9QRHPTItOsK6lpEMd6IQKw1
features/mel_dd_2c_coswara/long/20200413_JmN2KXZoEThB2e8KFMbM7L4fOwy1_deep.npy,long,train,JmN2KXZoEThB2e8KFMbM7L4fOwy1
features/mel_dd_2c_coswara/long/JmN2KXZoEThB2e8KFMbM7L4fOwy1_deep.npy,long,train,JmN2KXZoEThB2e8KFMbM7L4fOwy1
features/mel_dd_2c_coswara/short/20200413_JmN2KXZoEThB2e8KFMbM7L4fOwy1_shallow.npy,short,train,JmN2KXZoEThB2e8KFMbM7L4fOwy1
features/mel_dd_2c_coswara/long/20200413_KL32QXSSnLZlRRT2B6rQQQKgpx12_deep.npy,long,train,KL32QXSSnLZlRRT2B6rQQQKgpx12
features/mel_dd_2c_coswara/long/KL32QXSSnLZlRRT2B6rQQQKgpx12_deep.npy,long,train,KL32QXSSnLZlRRT2B6rQQQKgpx12
features/mel_dd_2c_coswara/short/20200413_KL32QXSSnLZlRRT2B6rQQQKgpx12_shallow.npy,short,train,KL32QXSSnLZlRRT2B6rQQQKgpx12
features/mel_dd_2c_coswara/long/20200413_L7S8iIPKgiO6QWLC3mGkROCMa0s1_deep.npy,long,val,L7S8iIPKgiO6QWLC3mGkROCMa0s1
features/mel_dd_2c_coswara/long/L7S8iIPKgiO6QWLC3mGkROCMa0s1_deep.npy,long,val,L7S8iIPKgiO6QWLC3mGkROCMa0s1
features/mel_dd_2c_coswara/short/20200413_L7S8iIPKgiO6QWLC3mGkROCMa0s1_shallow.npy,short,val,L7S8iIPKgiO6QWLC3mGkROCMa0s1
features/mel_dd_2c_coswara/long/20200413_LqGeCxef4fN4IPanKEbWkO1fAwJ3_deep.npy,long,train,LqGeCxef4fN4IPanKEbWkO1fAwJ3
features/mel_dd_2c_coswara/long/LqGeCxef4fN4IPanKEbWkO1fAwJ3_deep.npy,long,train,LqGeCxef4fN4IPanKEbWkO1fAwJ3
features/mel_dd_2c_coswara/short/20200413_LqGeCxef4fN4IPanKEbWkO1fAwJ3_shallow.npy,short,train,LqGeCxef4fN4IPanKEbWkO1fAwJ3
features/mel_dd_2c_coswara/long/20200413_LwfZvk9xa6bAJbz4wQGEcyoDOmL2_deep.npy,long,val,LwfZvk9xa6bAJbz4wQGEcyoDOmL2
features/mel_dd_2c_coswara/long/LwfZvk9xa6bAJbz4wQGEcyoDOmL2_deep.npy,long,val,LwfZvk9xa6bAJbz4wQGEcyoDOmL2
features/mel_dd_2c_coswara/short/20200413_LwfZvk9xa6bAJbz4wQGEcyoDOmL2_shallow.npy,short,val,LwfZvk9xa6bAJbz4wQGEcyoDOmL2
features/mel_dd_2c_coswara/long/20200413_NWqfdBx5mrglkG4TJ5Gt9mVnYOo2_deep.npy,long,train,NWqfdBx5mrglkG4TJ5Gt9mVnYOo2
features/mel_dd_2c_coswara/long/NWqfdBx5mrglkG4TJ5Gt9mVnYOo2_deep.npy,long,train,NWqfdBx5mrglkG4TJ5Gt9mVnYOo2
features/mel_dd_2c_coswara/short/20200413_NWqfdBx5mrglkG4TJ5Gt9mVnYOo2_shallow.npy,short,train,NWqfdBx5mrglkG4TJ5Gt9mVnYOo2
features/mel_dd_2c_coswara/long/20200413_O2axQgHDogQ1mORlKYAGiPTiHvB3_deep.npy,long,train,O2axQgHDogQ1mORlKYAGiPTiHvB3
features/mel_dd_2c_coswara/long/O2axQgHDogQ1mORlKYAGiPTiHvB3_deep.npy,long,train,O2axQgHDogQ1mORlKYAGiPTiHvB3
features/mel_dd_2c_coswara/short/20200413_O2axQgHDogQ1mORlKYAGiPTiHvB3_shallow.npy,short,train,O2axQgHDogQ1mORlKYAGiPTiHvB3
features/mel_dd_2c_coswara/long/20200413_O4BFgxvAgwbwRGZMkMBJRFnGBbd2_deep.npy,long,train,O4BFgxvAgwbwRGZMkMBJRFnGBbd2
features/mel_dd_2c_coswara/long/O4BFgxvAgwbwRGZMkMBJRFnGBbd2_deep.npy,long,train,O4BFgxvAgwbwRGZMkMBJRFnGBbd2
features/mel_dd_2c_coswara/short/20200413_O4BFgxvAgwbwRGZMkMBJRFnGBbd2_shallow.npy,short,train,O4BFgxvAgwbwRGZMkMBJRFnGBbd2
features/mel_dd_2c_coswara/long/20200413_Pr79fov0a5TW5KPo0XACvIqMtO72_deep.npy,long,test,Pr79fov0a5TW5KPo0XACvIqMtO72
features/mel_dd_2c_coswara/long/Pr79fov0a5TW5KPo0XACvIqMtO72_deep.npy,long,test,Pr79fov0a5TW5KPo0XACvIqMtO72
features/mel_dd_2c_coswara/short/20200413_Pr79fov0a5TW5KPo0XACvIqMtO72_shallow.npy,short,test,Pr79fov0a5TW5KPo0XACvIqMtO72
features/mel_dd_2c_coswara/long/20200413_QQbzKidDxHQ0eZFEL4uG68s1lc02_deep.npy,long,test,QQbzKidDxHQ0eZFEL4uG68s1lc02
features/mel_dd_2c_coswara/long/QQbzKidDxHQ0eZFEL4uG68s1lc02_deep.npy,long,test,QQbzKidDxHQ0eZFEL4uG68s1lc02
features/mel_dd_2c_coswara/short/20200413_QQbzKidDxHQ0eZFEL4uG68s1lc02_shallow.npy,short,test,QQbzKidDxHQ0eZFEL4uG68s1lc02
features/mel_dd_2c_coswara/long/20200413_SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_deep.npy,long,test,SY4Ekt5W4VZdeIm5r3iLmjxz9pA2
features/mel_dd_2c_coswara/long/SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_deep.npy,long,test,SY4Ekt5W4VZdeIm5r3iLmjxz9pA2
features/mel_dd_2c_coswara/short/20200413_SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_shallow.npy,short,test,SY4Ekt5W4VZdeIm5r3iLmjxz9pA2
features/mel_dd_2c_coswara/long/20200413_U7UmNZmqS6OWTiDkM7IfqkDRrae2_deep.npy,long,test,U7UmNZmqS6OWTiDkM7IfqkDRrae2
features/mel_dd_2c_coswara/long/U7UmNZmqS6OWTiDkM7IfqkDRrae2_deep.npy,long,test,U7UmNZmqS6OWTiDkM7IfqkDRrae2
features/mel_dd_2c_coswara/short/20200413_U7UmNZmqS6OWTiDkM7IfqkDRrae2_shallow.npy,short,test,U7UmNZmqS6OWTiDkM7IfqkDRrae2
features/mel_dd_2c_coswara/long/20200413_U98J2q0NnycYzzUS2BYZpUa55X83_deep.npy,long,test,U98J2q0NnycYzzUS2BYZpUa55X83
features/mel_dd_2c_coswara/long/U98J2q0NnycYzzUS2BYZpUa55X83_deep.npy,long,test,U98J2q0NnycYzzUS2BYZpUa55X83
features/mel_dd_2c_coswara/short/20200413_U98J2q0NnycYzzUS2BYZpUa55X83_shallow.npy,short,test,U98J2q0NnycYzzUS2BYZpUa55X83
features/mel_dd_2c_coswara/long/20200413_UV965HIG9saPO9HjKNFSm2aFeBt2_deep.npy,long,test,UV965HIG9saPO9HjKNFSm2aFeBt2
features/mel_dd_2c_coswara/long/UV965HIG9saPO9HjKNFSm2aFeBt2_deep.npy,long,test,UV965HIG9saPO9HjKNFSm2aFeBt2
features/mel_dd_2c_coswara/short/20200413_UV965HIG9saPO9HjKNFSm2aFeBt2_shallow.npy,short,test,UV965HIG9saPO9HjKNFSm2aFeBt2
features/mel_dd_2c_coswara/long/20200413_UiUUhL0PMjWVA6W2dKte1DCE6wG2_deep.npy,long,train,UiUUhL0PMjWVA6W2dKte1DCE6wG2
features/mel_dd_2c_coswara/long/UiUUhL0PMjWVA6W2dKte1DCE6wG2_deep.npy,long,train,UiUUhL0PMjWVA6W2dKte1DCE6wG2
features/mel_dd_2c_coswara/short/20200413_UiUUhL0PMjWVA6W2dKte1DCE6wG2_shallow.npy,short,train,UiUUhL0PMjWVA6W2dKte1DCE6wG2
features/mel_dd_2c_coswara/long/20200413_V247RjX91RY4fxtgfeWjvBhg89s2_deep.npy,long,test,V247RjX91RY4fxtgfeWjvBhg89s2
features/mel_dd_2c_coswara/long/V247RjX91RY4fxtgfeWjvBhg89s2_deep.npy,long,test,V247RjX91RY4fxtgfeWjvBhg89s2
features/mel_dd_2c_coswara/short/20200413_V247RjX91RY4fxtgfeWjvBhg89s2_shallow.npy,short,test,V247RjX91RY4fxtgfeWjvBhg89s2
features/mel_dd_2c_coswara/long/20200413_VcmjCfW6ddgE9lFhDXTO6hDlb452_deep.npy,long,train,VcmjCfW6ddgE9lFhDXTO6hDlb452
