filepath,label,split
features/mel_dd_2c_coswara/long/rhsHmoixLAOboe2XhgFD8ZZNvbD2_deep.npy,short,train
features/mel_dd_2c_coswara/long/YjUO0QbUUAUJyUfgApL52jRs8Z52_deep.npy,short,train
features/mel_dd_2c_coswara/long/Ml6JGK0BGDYiU7CulDVQnD065BI3_deep.npy,long,train
features/mel_dd_2c_coswara/long/HzgkwPpnW5dgFMdHNxRhazx4el23_deep.npy,short,train
features/mel_dd_2c_coswara/long/2zAfpSxYt0O6Bl7qwUhicdCoyY42_deep.npy,long,train
features/mel_dd_2c_coswara/long/eKGXsbhd2VOFGSoIhMH8SKaa6n12_deep.npy,short,train
features/mel_dd_2c_coswara/long/tYYfZtYnKXbGU6nxyEB3wj58S7c2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_vBRMIg1ACdeSAFmcWnII6ZkDefV2_deep.npy,long,train
features/mel_dd_2c_coswara/long/dtV4ZlnWakRFGKpIfiUqdu3q6iq1_deep.npy,long,train
features/mel_dd_2c_coswara/long/iV3Db6t1T8b7c5HQY2TwxIhjbzD3_deep.npy,short,train
features/mel_dd_2c_coswara/long/1fMS9159tNOgEbgTXBoUpBXQUIr1_deep.npy,long,train
features/mel_dd_2c_coswara/long/WNCUJW2QH9fEcsSUztikS1Zvoyn1_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_evcMtXUBFWS6bXPYqv7BXVfqFIc2_deep.npy,long,train
features/mel_dd_2c_coswara/long/5FC78ahXNGa1Mc8A3X0Bfj5sHIJ2_deep.npy,short,train
features/mel_dd_2c_coswara/long/0Ha52POVIxTKEPqI1eGpIoMHUd52_deep.npy,long,train
features/mel_dd_2c_coswara/long/ZmJz4NgHHRZAwzUAVvkXBOmRSTA3_deep.npy,short,train
features/mel_dd_2c_coswara/long/K5SeTDLlXVQ0U5sl17KluTKEOKJ3_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_wawUd75qJgXdQz6qxRATEzuKvMn1_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_YjUO0QbUUAUJyUfgApL52jRs8Z52_deep.npy,short,train
features/mel_dd_2c_coswara/long/v4G9xCIR9DdWAiFRSNd4XbwPUP32_deep.npy,short,train
features/mel_dd_2c_coswara/long/WSNcPIb74jUzQoVPA7RGZKWtMrM2_deep.npy,long,train
features/mel_dd_2c_coswara/long/wawUd75qJgXdQz6qxRATEzuKvMn1_deep.npy,long,train
features/mel_dd_2c_coswara/long/Q5C7zucNKTZSpYWQBFkZaoKucwi1_deep.npy,long,train
features/mel_dd_2c_coswara/long/S0ZhYGoCVfXWMHzPGZ41PvHYiw12_deep.npy,short,train
features/mel_dd_2c_coswara/long/vBRMIg1ACdeSAFmcWnII6ZkDefV2_deep.npy,long,train
features/mel_dd_2c_coswara/long/TmtSpBMTFzSu3z7HHtir7UqUNbl2_deep.npy,short,train
features/mel_dd_2c_coswara/long/pUOk49eAwAcbHBwdL3OldmF1iHd2_deep.npy,long,train
features/mel_dd_2c_coswara/long/evcMtXUBFWS6bXPYqv7BXVfqFIc2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_ZmJz4NgHHRZAwzUAVvkXBOmRSTA3_deep.npy,short,train
features/mel_dd_2c_coswara/long/BNraT7TUj1ZHWnxzh3eVOM2CwIm1_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_ZkYT8z9lW7N4UfY1L9CqlOs9ouk1_deep.npy,long,train
features/mel_dd_2c_coswara/long/9CjIhgGiWqP4wrhOximVkQgE8tq2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_DIaVEL0f1kXNG6KXgBMEQ54yirD3_deep.npy,short,train
features/mel_dd_2c_coswara/long/t2pbxfq394a4oOVoHrwbiUFV85G2_deep.npy,long,train
features/mel_dd_2c_coswara/long/WscnqzOzFwUvHbl7MKfRcioUI9t1_deep.npy,long,train
features/mel_dd_2c_coswara/long/ZTlauEp4EjMLV0LKWsxXnRopWvC3_deep.npy,long,train
features/mel_dd_2c_coswara/long/y71bldtMZsh4Qemwyr86rXevPcH2_deep.npy,long,train
features/mel_dd_2c_coswara/long/Gcs79sztbbauDn62MJa2xq2jrqT2_deep.npy,long,train
features/mel_dd_2c_coswara/long/FabhqSqtVOSswlym1jLjDOsiqHC2_deep.npy,long,train
features/mel_dd_2c_coswara/long/IHOunHyVaoO7AR6Z0QJgIa31BvS2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_GZM32y1Sy6X9D9hfrrvpTdPfmoV2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_JtJEMsy1XPalUgUWmzkLyq9LWbI2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_0gB18cWHioTobGuU3qVE0QV5mBN2_deep.npy,long,train
features/mel_dd_2c_coswara/long/f4wYeTyCImQ0BQiwBOlScS9C2H03_deep.npy,long,train
features/mel_dd_2c_coswara/long/bjA2KpSxneNskrLBeqi4bqoTDQl2_deep.npy,long,train
features/mel_dd_2c_coswara/long/YPqxeCMKNuMVhEg9xQPA4hD8dQC2_deep.npy,short,train
features/mel_dd_2c_coswara/long/IG629UPMI0SQe0tpOKcTKCnQYr82_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_MbCfQyWYGIeZ5m0BCTeiM1oi7282_deep.npy,short,train
features/mel_dd_2c_coswara/long/1i0OseJHOsa9Jn9ZfCIXmx5C4y02_deep.npy,long,train
features/mel_dd_2c_coswara/long/6mCAHbyEebbEDkxHxOqihoJRkX83_deep.npy,short,train
features/mel_dd_2c_coswara/long/gdt5iG6NWAWoK1edYqNFXUuZXQS2_deep.npy,long,train
features/mel_dd_2c_coswara/long/AwfC9BfTQ1WYby8bEH1rzosHHN42_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_9qXBPCugOSe0Yl1GhThi1kCVZDD2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_bEzlLV5ZV3fSBFl6JLs1e0t3GEG2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_bjA2KpSxneNskrLBeqi4bqoTDQl2_deep.npy,long,train
features/mel_dd_2c_coswara/long/UYQqLbdvfMeQOnISZq4Okwuas6K2_deep.npy,short,train
features/mel_dd_2c_coswara/long/V3EIT06H4JN5KwoK8aGRXQNzGRi1_deep.npy,long,train
features/mel_dd_2c_coswara/long/Yk18VcaTrIZ58BIGGgfGRvrf19b2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_UiUUhL0PMjWVA6W2dKte1DCE6wG2_deep.npy,short,train
features/mel_dd_2c_coswara/long/SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_deep.npy,short,train
features/mel_dd_2c_coswara/long/IH5AenjC1DTmH4Rw4PhvnaKHbmw2_deep.npy,short,train
features/mel_dd_2c_coswara/long/IBjSkzn7W6WpVSw49EXPM2ME75t2_deep.npy,short,train
features/mel_dd_2c_coswara/long/G3iIP9QRHPTItOsK6lpEMd6IQKw1_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_1AuoEhB8vAfCtxTFFV0W916yBqA3_deep.npy,long,train
features/mel_dd_2c_coswara/long/269e2kDksfRXKVHNXf4ACl9JUVm1_deep.npy,long,train
features/mel_dd_2c_coswara/long/IVUrhfpO08QnE9S8UR1hk4DquTa2_deep.npy,short,train
features/mel_dd_2c_coswara/long/UiUUhL0PMjWVA6W2dKte1DCE6wG2_deep.npy,short,train
features/mel_dd_2c_coswara/long/z1SsPGv63YeNLOjgDUTa2kEG1wY2_deep.npy,long,train
features/mel_dd_2c_coswara/long/AxuYWBN0jFVLINCBqIW5aZmGCdu1_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_deep.npy,short,train
features/mel_dd_2c_coswara/long/sW80fLKGSiXcPBKFwnwRaaRdPKX2_deep.npy,long,train
features/mel_dd_2c_coswara/long/gGuUN1zRpINudd2X5CgQvDfJY0E2_deep.npy,long,train
features/mel_dd_2c_coswara/long/sh8x9M4ZeXXllQvCiFENINxFf9h1_deep.npy,long,train
features/mel_dd_2c_coswara/long/rB5oGtrGYZR5uJUXEaDYrrredz13_deep.npy,short,train
features/mel_dd_2c_coswara/long/2DlLebpOzxaURwfwyo2fZiWIF1Z2_deep.npy,long,train
features/mel_dd_2c_coswara/long/A7tcR4TNNfYhbtnLDTckg6yUVho1_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200413_G3iIP9QRHPTItOsK6lpEMd6IQKw1_deep.npy,long,train
features/mel_dd_2c_coswara/long/Na6w7stX7ocNYZPQW9MQAiM6mrw2_deep.npy,long,train
features/mel_dd_2c_coswara/long/1AuoEhB8vAfCtxTFFV0W916yBqA3_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_UYQqLbdvfMeQOnISZq4Okwuas6K2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_V3EIT06H4JN5KwoK8aGRXQNzGRi1_deep.npy,long,train
features/mel_dd_2c_coswara/long/9LCBZHRlg3Nk6NMZHu7AZJ9Rju53_deep.npy,long,train
features/mel_dd_2c_coswara/long/nwXAgQmOEVRx6dZqQzc0GdmNSx22_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_IH5AenjC1DTmH4Rw4PhvnaKHbmw2_deep.npy,short,train
features/mel_dd_2c_coswara/long/v8s9qaC0OZbY4OXHQBR5Nb0juq52_deep.npy,long,train
features/mel_dd_2c_coswara/long/34FItWuiLofMlaG1BmqHWVgHelh2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_269e2kDksfRXKVHNXf4ACl9JUVm1_deep.npy,long,train
features/mel_dd_2c_coswara/long/CGGk5Y7thvXSCYhDX0e4yPN7g5R2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_IVUrhfpO08QnE9S8UR1hk4DquTa2_deep.npy,short,train
features/mel_dd_2c_coswara/long/229rWq0xWbfGANPmsv6F39xhjnS2_deep.npy,short,train
features/mel_dd_2c_coswara/long/PR1ZyxKH1MVEQjjCaRsghm8DrEf1_deep.npy,long,train
features/mel_dd_2c_coswara/long/x8PvE190nSZUtv8raWxfg76ek6p2_deep.npy,short,train
features/mel_dd_2c_coswara/long/LziLApJbcWWu3MzbIL8k6mLdyFK2_deep.npy,short,train
features/mel_dd_2c_coswara/long/LElWV2QtC5fwpqpIdAFEmaLX3Aw1_deep.npy,long,train
features/mel_dd_2c_coswara/long/TaoyZAahOzRoDQRxb0DtDZh8Opa2_deep.npy,short,train
features/mel_dd_2c_coswara/long/m6UxfLHv0nWKNqMZP2uNiGzXgKh2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_Na6w7stX7ocNYZPQW9MQAiM6mrw2_deep.npy,long,train
features/mel_dd_2c_coswara/long/JtJEMsy1XPalUgUWmzkLyq9LWbI2_deep.npy,short,train
features/mel_dd_2c_coswara/long/0gB18cWHioTobGuU3qVE0QV5mBN2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_FSzobvJqOXf0rI6X05cHqOiU9Mu2_deep.npy,long,train
features/mel_dd_2c_coswara/long/jppvqUD1X3VH39cGDRRlmhj4wu12_deep.npy,short,train
features/mel_dd_2c_coswara/long/OW5RTM4WXPawz0QLpsfjsl4FqM22_deep.npy,long,train
features/mel_dd_2c_coswara/long/FSzobvJqOXf0rI6X05cHqOiU9Mu2_deep.npy,long,train
features/mel_dd_2c_coswara/long/MbCfQyWYGIeZ5m0BCTeiM1oi7282_deep.npy,short,train
features/mel_dd_2c_coswara/long/LYJToDRYDZfpjBuNC6YkUcphr0q1_deep.npy,long,train
features/mel_dd_2c_coswara/long/8Ngu7IThNzTVZLqXDCm2BkMBSLl1_deep.npy,short,train
features/mel_dd_2c_coswara/long/9qXBPCugOSe0Yl1GhThi1kCVZDD2_deep.npy,long,train
features/mel_dd_2c_coswara/long/bEzlLV5ZV3fSBFl6JLs1e0t3GEG2_deep.npy,long,train
features/mel_dd_2c_coswara/long/PfuMI67JW2h6z4MsRDegrhZ8FSH2_deep.npy,long,train
features/mel_dd_2c_coswara/long/AutXsDVtEcVH9ZQ58NqDunDcqZv1_deep.npy,short,train
features/mel_dd_2c_coswara/long/EqDWckxbsETyHUeBLQ8jLtxlhir2_deep.npy,long,train
features/mel_dd_2c_coswara/long/wwedtVmUE2dHLXmCHaIXW4uGRmq2_deep.npy,long,train
features/mel_dd_2c_coswara/long/SOYq0vyRpWUxeRZyAeobsEfuXy83_deep.npy,long,train
features/mel_dd_2c_coswara/long/20fmUqvUKmhKFgj9U6zVLyjNeAu2_deep.npy,short,train
features/mel_dd_2c_coswara/long/Tg9azT9vyfe95C5l2z8hwHEc1p73_deep.npy,long,train
features/mel_dd_2c_coswara/long/6sUnPQNXQCYawfmLL8Pg91UxoiI3_deep.npy,short,train
features/mel_dd_2c_coswara/long/iwgKSGOJCSXNupqJWO2JeuT3Omf2_deep.npy,long,train
features/mel_dd_2c_coswara/long/0HIgO2EhOOW1msCbEw1kC8Qsx6D3_deep.npy,long,train
features/mel_dd_2c_coswara/long/vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2_deep.npy,short,train
features/mel_dd_2c_coswara/long/yS7pj7vgWyMU5nqgYXglXiTcW9A2_deep.npy,long,train
features/mel_dd_2c_coswara/long/zGjGkKCAjkdA9S3aSreocxkWf0C2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_EqDWckxbsETyHUeBLQ8jLtxlhir2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_QKEe27GzshbGSIGQZ6nB6lpLb7l2_deep.npy,long,train
features/mel_dd_2c_coswara/long/spM6cgJG4VQfYjnnTqxwx3Cg3pk1_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_UVQ8rnPQiYbVAuvPI1uGYIJZmQZ2_deep.npy,long,train
features/mel_dd_2c_coswara/long/WrM6hLW3fGbGgwpWSZT9HOSU7CC3_deep.npy,long,train
features/mel_dd_2c_coswara/long/p5ZEeEq5AgbI7KMhSP9HTCXTDQ62_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_jRjAYMmAQee5uVm5fU8yVnpuvs33_deep.npy,long,train
features/mel_dd_2c_coswara/long/D1d4hc9MrgTDxgAhqpTgqOEJtLp2_deep.npy,long,train
features/mel_dd_2c_coswara/long/Ms3fiiaGeta2PNzjXEE3iMBmh1h1_deep.npy,long,train
features/mel_dd_2c_coswara/long/an56VxZWQ5RKFCHxW3Y0NquAEcA3_deep.npy,long,train
features/mel_dd_2c_coswara/long/bH6WQVvClVRDer6iOFvaGiz0luf1_deep.npy,long,train
features/mel_dd_2c_coswara/long/UKeaEFOLZbT7lMl0qZr3uGPO4wK2_deep.npy,long,train
features/mel_dd_2c_coswara/long/796K27lWKTfniw99yaqsYIvPrvi1_deep.npy,long,train
features/mel_dd_2c_coswara/long/nkSUWnQgO0Tn7flFkVp7CrdsatW2_deep.npy,long,train
features/mel_dd_2c_coswara/long/hCGWjxLPdKhkAOQkOWtF9fJzQWA2_deep.npy,long,train
features/mel_dd_2c_coswara/long/jRjAYMmAQee5uVm5fU8yVnpuvs33_deep.npy,long,train
features/mel_dd_2c_coswara/long/05acPS4aRGfvuOfku11Za8zve8i2_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200415_D1d4hc9MrgTDxgAhqpTgqOEJtLp2_deep.npy,long,train
features/mel_dd_2c_coswara/long/qhYsqvdV41c4THE9gd4ugJqIYW03_deep.npy,short,train
features/mel_dd_2c_coswara/long/20200413_AI4aa1tjlXQw4iOH4RuTvgMtK3G3_deep.npy,long,train
features/mel_dd_2c_coswara/long/aB7zSIAFW7bCmQC7IBUWFjNncTF3_deep.npy,long,train
features/mel_dd_2c_coswara/long/7TCSKiPfz5g0WKicjrKDC0BGURI2_deep.npy,long,train
features/mel_dd_2c_coswara/long/RN1h8pdpLkMEdRKNVZvFJZqWfGD2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_nkSUWnQgO0Tn7flFkVp7CrdsatW2_deep.npy,long,train
features/mel_dd_2c_coswara/long/AI4aa1tjlXQw4iOH4RuTvgMtK3G3_deep.npy,long,train
features/mel_dd_2c_coswara/long/wXChdMlWemXwRdX642WnX6JbYfA2_deep.npy,long,train
features/mel_dd_2c_coswara/long/hte8VptUoGVFEqvHpbh5brgfcNP2_deep.npy,short,train
features/mel_dd_2c_coswara/long/quF8xZxqK8NnszkwktXovmZ9fBT2_deep.npy,short,train
features/mel_dd_2c_coswara/long/pOZwqBg4NsVYWASmwwhXFq4UlpC2_deep.npy,short,train
features/mel_dd_2c_coswara/long/rf6smT3AxxYh5E5LqwXPy0VHrRr1_deep.npy,long,train
features/mel_dd_2c_coswara/long/UV965HIG9saPO9HjKNFSm2aFeBt2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_QQbzKidDxHQ0eZFEL4uG68s1lc02_deep.npy,long,train
features/mel_dd_2c_coswara/long/DQbyjZoEh1chrWRqOkPrUsxvqpv2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_PfuMI67JW2h6z4MsRDegrhZ8FSH2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_wwedtVmUE2dHLXmCHaIXW4uGRmq2_deep.npy,long,train
features/mel_dd_2c_coswara/long/LqGeCxef4fN4IPanKEbWkO1fAwJ3_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_FLhjsgqrgQMKwNt5iEryxG5sDlW2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_6sUnPQNXQCYawfmLL8Pg91UxoiI3_deep.npy,short,train
features/mel_dd_2c_coswara/long/n1A8G19t3IR9wCUhfv5sZFF9pvI2_deep.npy,long,train
features/mel_dd_2c_coswara/long/aPGmE5oG8zRtIVECwyuUT0ussn02_deep.npy,long,train
features/mel_dd_2c_coswara/long/GpkFX9qB33ZsvFG4HWQHkOMWjFW2_deep.npy,short,train
features/mel_dd_2c_coswara/long/Fuj8ConlkeNoRot2tyMMyzYCKfo2_deep.npy,long,train
features/mel_dd_2c_coswara/long/QKEe27GzshbGSIGQZ6nB6lpLb7l2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_UV965HIG9saPO9HjKNFSm2aFeBt2_deep.npy,long,train
features/mel_dd_2c_coswara/long/QQbzKidDxHQ0eZFEL4uG68s1lc02_deep.npy,long,train
features/mel_dd_2c_coswara/long/p2aSmxkCu5fzI6FfIGwYEMYEChl2_deep.npy,long,train
features/mel_dd_2c_coswara/long/6fqe8i160qM5rtC4uHrlu3MZXe32_deep.npy,long,train
features/mel_dd_2c_coswara/long/d2Z7BHOMYlaJlksH8MiGJ9wKlBX2_deep.npy,long,train
features/mel_dd_2c_coswara/long/UVQ8rnPQiYbVAuvPI1uGYIJZmQZ2_deep.npy,long,train
features/mel_dd_2c_coswara/long/FLhjsgqrgQMKwNt5iEryxG5sDlW2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_LqGeCxef4fN4IPanKEbWkO1fAwJ3_deep.npy,long,train
features/mel_dd_2c_coswara/long/60JfHHIcNZUf9lCy68R1Cgl69ZN2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_ImU3ZpdqkRPNAy6Ol61zoGuq8sj1_deep.npy,long,train
features/mel_dd_2c_coswara/long/lN6Y7317RFS0apVdnffs95djXIj1_deep.npy,short,train
