filepath,start_ms,end_ms,label,source_file,source_dir
data_std/coswara/shallow/20200415_Qxlw2hDL29g1Sb9ZQO3XDPIG5Qr1_shallow.wav,0,-1,short,20200415_Qxlw2hDL29g1Sb9ZQO3XDPIG5Qr1_shallow.wav,shallow
data_std/coswara/shallow/20200415_LwOBSX8F07Z5HgRGLFS3aOQEVKk2_shallow.wav,0,-1,short,20200415_LwOBSX8F07Z5HgRGLFS3aOQEVKk2_shallow.wav,shallow
data_std/coswara/shallow/20200413_QQbzKidDxHQ0eZFEL4uG68s1lc02_shallow.wav,0,-1,short,20200413_QQbzKidDxHQ0eZFEL4uG68s1lc02_shallow.wav,shallow
data_std/coswara/shallow/20200415_qje01PDBImMG8VBE3hnyw4GbJ7W2_shallow.wav,0,-1,short,20200415_qje01PDBImMG8VBE3hnyw4GbJ7W2_shallow.wav,shallow
data_std/coswara/shallow/20200415_PaLptWlM9gTtp7lUybcAaXGkqhj2_shallow.wav,0,-1,short,20200415_PaLptWlM9gTtp7lUybcAaXGkqhj2_shallow.wav,shallow
data_std/coswara/shallow/20200415_HmsAhPiHhiQOnvXYXzZ5u5qFqLq1_shallow.wav,0,-1,short,20200415_HmsAhPiHhiQOnvXYXzZ5u5qFqLq1_shallow.wav,shallow
data_std/coswara/shallow/20200415_UhGuA2vn7sUfKJRENR472IxQaEu2_shallow.wav,0,-1,short,20200415_UhGuA2vn7sUfKJRENR472IxQaEu2_shallow.wav,shallow
data_std/coswara/shallow/20200415_A6eyvPDHwBNMYFzA65XRMboV96s2_shallow.wav,0,-1,short,20200415_A6eyvPDHwBNMYFzA65XRMboV96s2_shallow.wav,shallow
data_std/coswara/shallow/20200413_CAf8ILsDpQMeTPPLwi7nFlgRT2t1_shallow.wav,0,-1,short,20200413_CAf8ILsDpQMeTPPLwi7nFlgRT2t1_shallow.wav,shallow
data_std/coswara/shallow/20200413_FGRDO4IBbAejR0WHD5YbkXTCasg2_shallow.wav,0,-1,short,20200413_FGRDO4IBbAejR0WHD5YbkXTCasg2_shallow.wav,shallow
data_std/coswara/shallow/20200415_pbXQf83tO4bPFQ0UZjs9HDE7i7r1_shallow.wav,0,-1,short,20200415_pbXQf83tO4bPFQ0UZjs9HDE7i7r1_shallow.wav,shallow
data_std/coswara/shallow/20200415_7yQ29b3Q1KfOIk5K1MSeGTsWqGB2_shallow.wav,0,-1,short,20200415_7yQ29b3Q1KfOIk5K1MSeGTsWqGB2_shallow.wav,shallow
data_std/coswara/shallow/20200415_DpU572tPYaXZXMglBud6sRIaq8y2_shallow.wav,0,-1,short,20200415_DpU572tPYaXZXMglBud6sRIaq8y2_shallow.wav,shallow
data_std/coswara/shallow/20200415_YXqC5B7h7iQZH3RubUFG6SBvZ5L2_shallow.wav,0,-1,short,20200415_YXqC5B7h7iQZH3RubUFG6SBvZ5L2_shallow.wav,shallow
data_std/coswara/shallow/20200415_PmbK8Rb4ohNWp4KwTtlU8xzxFGs2_shallow.wav,0,-1,short,20200415_PmbK8Rb4ohNWp4KwTtlU8xzxFGs2_shallow.wav,shallow
data_std/coswara/shallow/20200415_wwedtVmUE2dHLXmCHaIXW4uGRmq2_shallow.wav,0,-1,short,20200415_wwedtVmUE2dHLXmCHaIXW4uGRmq2_shallow.wav,shallow
data_std/coswara/shallow/20200415_JtJEMsy1XPalUgUWmzkLyq9LWbI2_shallow.wav,0,-1,short,20200415_JtJEMsy1XPalUgUWmzkLyq9LWbI2_shallow.wav,shallow
data_std/coswara/shallow/20200413_Eoyf44CUffgVCPPjJJkopEyAO7k2_shallow.wav,0,-1,short,20200413_Eoyf44CUffgVCPPjJJkopEyAO7k2_shallow.wav,shallow
data_std/coswara/shallow/20200415_AeJcnB6Pl6ayw2YL7whgWyYSVnz2_shallow.wav,0,-1,short,20200415_AeJcnB6Pl6ayw2YL7whgWyYSVnz2_shallow.wav,shallow
data_std/coswara/shallow/20200415_xO54amKmQMQwbMoSbmADa6Wa2kK2_shallow.wav,0,-1,short,20200415_xO54amKmQMQwbMoSbmADa6Wa2kK2_shallow.wav,shallow
data_std/coswara/shallow/20200413_nMIOAh7qRFf3pqbchclOLKbPDOm1_shallow.wav,0,-1,short,20200413_nMIOAh7qRFf3pqbchclOLKbPDOm1_shallow.wav,shallow
data_std/coswara/shallow/20200415_cxchnGnCHJQ3Tjqn5faj2Sfqa0e2_shallow.wav,0,-1,short,20200415_cxchnGnCHJQ3Tjqn5faj2Sfqa0e2_shallow.wav,shallow
data_std/coswara/shallow/20200413_htQzROl26OWQpIYFDzv11F79PLR2_shallow.wav,0,-1,short,20200413_htQzROl26OWQpIYFDzv11F79PLR2_shallow.wav,shallow
data_std/coswara/shallow/20200415_fMi5uNWoboXWzfIDskyLCl8HHxH3_shallow.wav,0,-1,short,20200415_fMi5uNWoboXWzfIDskyLCl8HHxH3_shallow.wav,shallow
data_std/coswara/shallow/20200415_1Vm44aluw7PMy2mfETHc3MvwQxx1_shallow.wav,0,-1,short,20200415_1Vm44aluw7PMy2mfETHc3MvwQxx1_shallow.wav,shallow
data_std/coswara/shallow/20200415_ZnfFHbrHryWzAq27TCTQtY7uWTm1_shallow.wav,0,-1,short,20200415_ZnfFHbrHryWzAq27TCTQtY7uWTm1_shallow.wav,shallow
data_std/coswara/shallow/20200415_KqhQ8Eo62fYCdBse8NiW1BYCtxp1_shallow.wav,0,-1,short,20200415_KqhQ8Eo62fYCdBse8NiW1BYCtxp1_shallow.wav,shallow
data_std/coswara/shallow/20200413_9ypQNsTsSQYlx72wxTLrHzzNoAJ2_shallow.wav,0,-1,short,20200413_9ypQNsTsSQYlx72wxTLrHzzNoAJ2_shallow.wav,shallow
data_std/coswara/shallow/20200413_FLhjsgqrgQMKwNt5iEryxG5sDlW2_shallow.wav,0,-1,short,20200413_FLhjsgqrgQMKwNt5iEryxG5sDlW2_shallow.wav,shallow
data_std/coswara/shallow/20200413_1ctsxp37dWNbCbizTioZzpAWqJx2_shallow.wav,0,-1,short,20200413_1ctsxp37dWNbCbizTioZzpAWqJx2_shallow.wav,shallow
data_std/coswara/shallow/20200413_60Ig4PmU9NMqKGDMR8Um0Tc2KXB3_shallow.wav,0,-1,short,20200413_60Ig4PmU9NMqKGDMR8Um0Tc2KXB3_shallow.wav,shallow
data_std/coswara/shallow/20200415_CZT9HTBNgaQrTVKBjIBUtlu6Dgx1_shallow.wav,0,-1,short,20200415_CZT9HTBNgaQrTVKBjIBUtlu6Dgx1_shallow.wav,shallow
data_std/coswara/shallow/20200415_GWjZnz8QWXXGzHLaG0HNHFyeZgS2_shallow.wav,0,-1,short,20200415_GWjZnz8QWXXGzHLaG0HNHFyeZgS2_shallow.wav,shallow
data_std/coswara/shallow/20200413_kIHldMnyvmXvpLq0LjWr7ecclSj2_shallow.wav,0,-1,short,20200413_kIHldMnyvmXvpLq0LjWr7ecclSj2_shallow.wav,shallow
data_std/coswara/shallow/20200415_XoXEyaVStbMpBgQXljyI59CPI4m1_shallow.wav,0,-1,short,20200415_XoXEyaVStbMpBgQXljyI59CPI4m1_shallow.wav,shallow
data_std/coswara/shallow/20200415_UVQ8rnPQiYbVAuvPI1uGYIJZmQZ2_shallow.wav,0,-1,short,20200415_UVQ8rnPQiYbVAuvPI1uGYIJZmQZ2_shallow.wav,shallow
data_std/coswara/shallow/20200415_yHn6UxlPk8RvWZ3X5jrTa89CPwG2_shallow.wav,0,-1,short,20200415_yHn6UxlPk8RvWZ3X5jrTa89CPwG2_shallow.wav,shallow
data_std/coswara/shallow/20200415_6sUnPQNXQCYawfmLL8Pg91UxoiI3_shallow.wav,0,-1,short,20200415_6sUnPQNXQCYawfmLL8Pg91UxoiI3_shallow.wav,shallow
data_std/coswara/shallow/20200413_SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_shallow.wav,0,-1,short,20200413_SY4Ekt5W4VZdeIm5r3iLmjxz9pA2_shallow.wav,shallow
data_std/coswara/shallow/20200413_maTMkkXbqOhLPOYLpGyMPPigDFt1_shallow.wav,0,-1,short,20200413_maTMkkXbqOhLPOYLpGyMPPigDFt1_shallow.wav,shallow
data_std/coswara/shallow/20200415_vw3Nw1Gmt3WA78SHAzJwelNRduv1_shallow.wav,0,-1,short,20200415_vw3Nw1Gmt3WA78SHAzJwelNRduv1_shallow.wav,shallow
data_std/coswara/shallow/20200413_G3iIP9QRHPTItOsK6lpEMd6IQKw1_shallow.wav,0,-1,short,20200413_G3iIP9QRHPTItOsK6lpEMd6IQKw1_shallow.wav,shallow
data_std/coswara/shallow/20200415_GEPcHiIXaSVyNNL5sqIBZxytIps1_shallow.wav,0,-1,short,20200415_GEPcHiIXaSVyNNL5sqIBZxytIps1_shallow.wav,shallow
data_std/coswara/shallow/20200413_Pr79fov0a5TW5KPo0XACvIqMtO72_shallow.wav,0,-1,short,20200413_Pr79fov0a5TW5KPo0XACvIqMtO72_shallow.wav,shallow
data_std/coswara/shallow/20200415_u1G8LRJRwyUWNf8J9McgKGyfQJ33_shallow.wav,0,-1,short,20200415_u1G8LRJRwyUWNf8J9McgKGyfQJ33_shallow.wav,shallow
data_std/coswara/shallow/20200415_rJtkSijv5ROjzB6LHN1XCAfe9752_shallow.wav,0,-1,short,20200415_rJtkSijv5ROjzB6LHN1XCAfe9752_shallow.wav,shallow
data_std/coswara/shallow/20200415_5JO89F9hCpVbVFy7jFqPKtVRyIV2_shallow.wav,0,-1,short,20200415_5JO89F9hCpVbVFy7jFqPKtVRyIV2_shallow.wav,shallow
data_std/coswara/shallow/20200415_jsYI5hPpF3XJ6rW8EQjUTCfPNZ62_shallow.wav,0,-1,short,20200415_jsYI5hPpF3XJ6rW8EQjUTCfPNZ62_shallow.wav,shallow
data_std/coswara/shallow/20200413_O2axQgHDogQ1mORlKYAGiPTiHvB3_shallow.wav,0,-1,short,20200413_O2axQgHDogQ1mORlKYAGiPTiHvB3_shallow.wav,shallow
data_std/coswara/shallow/20200413_1AuoEhB8vAfCtxTFFV0W916yBqA3_shallow.wav,0,-1,short,20200413_1AuoEhB8vAfCtxTFFV0W916yBqA3_shallow.wav,shallow
data_std/coswara/shallow/20200413_L7S8iIPKgiO6QWLC3mGkROCMa0s1_shallow.wav,0,-1,short,20200413_L7S8iIPKgiO6QWLC3mGkROCMa0s1_shallow.wav,shallow
data_std/coswara/shallow/20200415_X7NBHQKdeDODKCzXwbmKdIbjIRG2_shallow.wav,0,-1,short,20200415_X7NBHQKdeDODKCzXwbmKdIbjIRG2_shallow.wav,shallow
data_std/coswara/shallow/20200415_1j2LqFPOJIQ8nTlovQqNr6bdUMl1_shallow.wav,0,-1,short,20200415_1j2LqFPOJIQ8nTlovQqNr6bdUMl1_shallow.wav,shallow
data_std/coswara/shallow/20200413_VrBIdIVnQkPbR9D2Gi7WCb17ST62_shallow.wav,0,-1,short,20200413_VrBIdIVnQkPbR9D2Gi7WCb17ST62_shallow.wav,shallow
data_std/coswara/shallow/20200413_mFQ65xqfxpXiS6vwK1HKwq7j8o62_shallow.wav,0,-1,short,20200413_mFQ65xqfxpXiS6vwK1HKwq7j8o62_shallow.wav,shallow
data_std/coswara/shallow/20200415_H0tBSJN5l8db5f6xB2yMm6QxjFO2_shallow.wav,0,-1,short,20200415_H0tBSJN5l8db5f6xB2yMm6QxjFO2_shallow.wav,shallow
data_std/coswara/shallow/20200413_AI4aa1tjlXQw4iOH4RuTvgMtK3G3_shallow.wav,0,-1,short,20200413_AI4aa1tjlXQw4iOH4RuTvgMtK3G3_shallow.wav,shallow
data_std/coswara/shallow/20200415_eu2Hm19FIUhs68KsWGAlCQ4WVc43_shallow.wav,0,-1,short,20200415_eu2Hm19FIUhs68KsWGAlCQ4WVc43_shallow.wav,shallow
data_std/coswara/shallow/20200415_Na6w7stX7ocNYZPQW9MQAiM6mrw2_shallow.wav,0,-1,short,20200415_Na6w7stX7ocNYZPQW9MQAiM6mrw2_shallow.wav,shallow
data_std/coswara/shallow/20200415_aisIUPkXXdQv8nvNAjeJb8cebOq2_shallow.wav,0,-1,short,20200415_aisIUPkXXdQv8nvNAjeJb8cebOq2_shallow.wav,shallow
data_std/coswara/shallow/20200415_ZTlauEp4EjMLV0LKWsxXnRopWvC3_shallow.wav,0,-1,short,20200415_ZTlauEp4EjMLV0LKWsxXnRopWvC3_shallow.wav,shallow
data_std/coswara/shallow/20200415_D1d4hc9MrgTDxgAhqpTgqOEJtLp2_shallow.wav,0,-1,short,20200415_D1d4hc9MrgTDxgAhqpTgqOEJtLp2_shallow.wav,shallow
data_std/coswara/shallow/20200415_IxdOYraXjNXf620JP1hexb3YDJ93_shallow.wav,0,-1,short,20200415_IxdOYraXjNXf620JP1hexb3YDJ93_shallow.wav,shallow
data_std/coswara/shallow/20200413_VcmjCfW6ddgE9lFhDXTO6hDlb452_shallow.wav,0,-1,short,20200413_VcmjCfW6ddgE9lFhDXTO6hDlb452_shallow.wav,shallow
data_std/coswara/shallow/20200415_5CuTYRsGM5QRNjG7HejSHQh7ULi1_shallow.wav,0,-1,short,20200415_5CuTYRsGM5QRNjG7HejSHQh7ULi1_shallow.wav,shallow
data_std/coswara/shallow/20200415_kkyAPrhvZKNSbFUYBfQ0Ne277D62_shallow.wav,0,-1,short,20200415_kkyAPrhvZKNSbFUYBfQ0Ne277D62_shallow.wav,shallow
data_std/coswara/shallow/20200415_giXzRAAuoRRAg7xQ9Y56DX0FVDr1_shallow.wav,0,-1,short,20200415_giXzRAAuoRRAg7xQ9Y56DX0FVDr1_shallow.wav,shallow
data_std/coswara/shallow/20200415_CFwFsoyLtGUxPNPw5vMD7cznAnO2_shallow.wav,0,-1,short,20200415_CFwFsoyLtGUxPNPw5vMD7cznAnO2_shallow.wav,shallow
data_std/coswara/shallow/20200413_U98J2q0NnycYzzUS2BYZpUa55X83_shallow.wav,0,-1,short,20200413_U98J2q0NnycYzzUS2BYZpUa55X83_shallow.wav,shallow
data_std/coswara/shallow/20200415_0KOy96zEUfdMY4rZzwrDT0gMPDa2_shallow.wav,0,-1,short,20200415_0KOy96zEUfdMY4rZzwrDT0gMPDa2_shallow.wav,shallow
data_std/coswara/shallow/20200415_MbCfQyWYGIeZ5m0BCTeiM1oi7282_shallow.wav,0,-1,short,20200415_MbCfQyWYGIeZ5m0BCTeiM1oi7282_shallow.wav,shallow
data_std/coswara/shallow/20200415_w51QbggHBvVnSSNG5tsEgScigyF3_shallow.wav,0,-1,short,20200415_w51QbggHBvVnSSNG5tsEgScigyF3_shallow.wav,shallow
data_std/coswara/shallow/20200413_eZ9KEu3fmEgvxINqgcbkBXoEsv53_shallow.wav,0,-1,short,20200413_eZ9KEu3fmEgvxINqgcbkBXoEsv53_shallow.wav,shallow
data_std/coswara/shallow/20200415_P8Qw2Prg2BRb7H72PbY3Dftp9Rv2_shallow.wav,0,-1,short,20200415_P8Qw2Prg2BRb7H72PbY3Dftp9Rv2_shallow.wav,shallow
data_std/coswara/shallow/20200413_2TkAK2YVkYS7Ux3hAPBUgYgg9DI3_shallow.wav,0,-1,short,20200413_2TkAK2YVkYS7Ux3hAPBUgYgg9DI3_shallow.wav,shallow
data_std/coswara/shallow/20200415_PfuMI67JW2h6z4MsRDegrhZ8FSH2_shallow.wav,0,-1,short,20200415_PfuMI67JW2h6z4MsRDegrhZ8FSH2_shallow.wav,shallow
data_std/coswara/shallow/20200413_tFFUbYL9nSNEyaBK3w9UAtATcgO2_shallow.wav,0,-1,short,20200413_tFFUbYL9nSNEyaBK3w9UAtATcgO2_shallow.wav,shallow
data_std/coswara/shallow/20200413_NWqfdBx5mrglkG4TJ5Gt9mVnYOo2_shallow.wav,0,-1,short,20200413_NWqfdBx5mrglkG4TJ5Gt9mVnYOo2_shallow.wav,shallow
data_std/coswara/shallow/20200415_t0wrpS8L5WamJS9NhyjeHAqhaVv1_shallow.wav,0,-1,short,20200415_t0wrpS8L5WamJS9NhyjeHAqhaVv1_shallow.wav,shallow
data_std/coswara/shallow/20200413_XUsJp0qysAPtu3vBI0UCiHRJhZ22_shallow.wav,0,-1,short,20200413_XUsJp0qysAPtu3vBI0UCiHRJhZ22_shallow.wav,shallow
data_std/coswara/shallow/20200415_PMVjl7cZfEaQD3QaKjvAG4Kidt92_shallow.wav,0,-1,short,20200415_PMVjl7cZfEaQD3QaKjvAG4Kidt92_shallow.wav,shallow
data_std/coswara/shallow/20200415_3PIiY2eRLVUN4Tba0a8ZN5W6frA3_shallow.wav,0,-1,short,20200415_3PIiY2eRLVUN4Tba0a8ZN5W6frA3_shallow.wav,shallow
data_std/coswara/shallow/20200415_MGvc85QJD7PFeYxoAeTxsiq4wHr1_shallow.wav,0,-1,short,20200415_MGvc85QJD7PFeYxoAeTxsiq4wHr1_shallow.wav,shallow
data_std/coswara/shallow/20200415_jFtviHrZKLUXECg7rQPRt16g0zv1_shallow.wav,0,-1,short,20200415_jFtviHrZKLUXECg7rQPRt16g0zv1_shallow.wav,shallow
data_std/coswara/shallow/20200413_5le68NJRZWV6TrMTYn3j7gSlqTi2_shallow.wav,0,-1,short,20200413_5le68NJRZWV6TrMTYn3j7gSlqTi2_shallow.wav,shallow
data_std/coswara/shallow/20200415_779c1GiOSsSsxsi1PrMGXwOrIuo2_shallow.wav,0,-1,short,20200415_779c1GiOSsSsxsi1PrMGXwOrIuo2_shallow.wav,shallow
data_std/coswara/shallow/20200413_9XJ2QSvS9CaIo5hSyRZcdst0K8P2_shallow.wav,0,-1,short,20200413_9XJ2QSvS9CaIo5hSyRZcdst0K8P2_shallow.wav,shallow
data_std/coswara/shallow/20200415_vdaDi7xUoVepm15b98az1F6RN1e2_shallow.wav,0,-1,short,20200415_vdaDi7xUoVepm15b98az1F6RN1e2_shallow.wav,shallow
data_std/coswara/shallow/20200415_StMoprM57wPyrUs5p0s78r1X0Qt1_shallow.wav,0,-1,short,20200415_StMoprM57wPyrUs5p0s78r1X0Qt1_shallow.wav,shallow
data_std/coswara/shallow/20200415_FQ9gUWPXRGc9z7Q4f3tMojFVrR82_shallow.wav,0,-1,short,20200415_FQ9gUWPXRGc9z7Q4f3tMojFVrR82_shallow.wav,shallow
data_std/coswara/shallow/20200415_9qXBPCugOSe0Yl1GhThi1kCVZDD2_shallow.wav,0,-1,short,20200415_9qXBPCugOSe0Yl1GhThi1kCVZDD2_shallow.wav,shallow
data_std/coswara/shallow/20200415_4EAxuOcgN5d81JCmqo2YxXlxYNL2_shallow.wav,0,-1,short,20200415_4EAxuOcgN5d81JCmqo2YxXlxYNL2_shallow.wav,shallow
data_std/coswara/shallow/20200415_UYQqLbdvfMeQOnISZq4Okwuas6K2_shallow.wav,0,-1,short,20200415_UYQqLbdvfMeQOnISZq4Okwuas6K2_shallow.wav,shallow
data_std/coswara/shallow/20200415_ImU3ZpdqkRPNAy6Ol61zoGuq8sj1_shallow.wav,0,-1,short,20200415_ImU3ZpdqkRPNAy6Ol61zoGuq8sj1_shallow.wav,shallow
data_std/coswara/shallow/20200415_jaNAcGlkQvUYEcRFXm5gNwnOOn93_shallow.wav,0,-1,short,20200415_jaNAcGlkQvUYEcRFXm5gNwnOOn93_shallow.wav,shallow
data_std/coswara/shallow/20200415_VGh9wqs8iDXHhUdrA12VtBhN1lJ3_shallow.wav,0,-1,short,20200415_VGh9wqs8iDXHhUdrA12VtBhN1lJ3_shallow.wav,shallow
data_std/coswara/shallow/20200413_xyDgyXrDoyXu5CFqcNe20LRjYqg1_shallow.wav,0,-1,short,20200413_xyDgyXrDoyXu5CFqcNe20LRjYqg1_shallow.wav,shallow
data_std/coswara/shallow/20200415_IH5AenjC1DTmH4Rw4PhvnaKHbmw2_shallow.wav,0,-1,short,20200415_IH5AenjC1DTmH4Rw4PhvnaKHbmw2_shallow.wav,shallow
data_std/coswara/shallow/20200415_bGAOAliULjMQIFSvoMFuNCedl582_shallow.wav,0,-1,short,20200415_bGAOAliULjMQIFSvoMFuNCedl582_shallow.wav,shallow
data_std/coswara/shallow/20200415_0gB18cWHioTobGuU3qVE0QV5mBN2_shallow.wav,0,-1,short,20200415_0gB18cWHioTobGuU3qVE0QV5mBN2_shallow.wav,shallow
data_std/coswara/shallow/20200415_h0XfL2JtCLb7hgupJ7lLQJ0fzgF2_shallow.wav,0,-1,short,20200415_h0XfL2JtCLb7hgupJ7lLQJ0fzgF2_shallow.wav,shallow
data_std/coswara/shallow/20200415_78UvO8TmtycKb98kr2eXeDdLpST2_shallow.wav,0,-1,short,20200415_78UvO8TmtycKb98kr2eXeDdLpST2_shallow.wav,shallow
data_std/coswara/shallow/20200415_g0gdNMhQIbUlZRTod20TdtqafgJ3_shallow.wav,0,-1,short,20200415_g0gdNMhQIbUlZRTod20TdtqafgJ3_shallow.wav,shallow
